timestamp,tag,value
2024-01-01T00:13:00,FEED_FLOW,98.53
2024-01-01T00:14:00,REACTOR_TEMP,351.63
2024-01-01T00:14:00,REACTOR_PRESSURE,5.09
2024-01-01T00:14:00,FEED_FLOW,103.19
2024-01-01T00:15:00,REACTOR_TEMP,352.2
2024-01-01T00:15:00,REACTOR_PRESSURE,5.076
2024-01-01T00:15:00,FEED_FLOW,102.39
2024-01-01T00:16:00,REACTOR_TEMP,350.35
2024-01-01T00:16:00,REACTOR_PRESSURE,4.93
2024-01-01T00:16:00,FEED_FLOW,97.65
2024-01-01T00:17:00,REACTOR_TEMP,352.7
2024-01-01T00:17:00,REACTOR_PRESSURE,4.988
2024-01-01T00:17:00,FEED_FLOW,111.68
2024-01-01T00:18:00,REACTOR_TEMP,350.16
2024-01-01T00:18:00,REACTOR_PRESSURE,4.891
2024-01-01T00:18:00,FEED_FLOW,103.84
2024-01-01T00:19:00,REACTOR_TEMP,354.74
2024-01-01T00:19:00,REACTOR_PRESSURE,5.074
2024-01-01T00:19:00,FEED_FLOW,104.18
2024-01-01T00:20:00,REACTOR_TEMP,354.85
2024-01-01T00:20:00,REACTOR_PRESSURE,5.015
2024-01-01T00:20:00,FEED_FLOW,92.89
2024-01-01T00:21:00,REACTOR_TEMP,351.04
2024-01-01T00:21:00,REACTOR_PRESSURE,5.1
2024-01-01T00:21:00,FEED_FLOW,92.78
2024-01-01T00:22:00,REACTOR_TEMP,352.27
2024-01-01T00:22:00,REACTOR_PRESSURE,5.037
2024-01-01T00:22:00,FEED_FLOW,98.42
2024-01-01T00:23:00,REACTOR_TEMP,353.75
2024-01-01T00:23:00,REACTOR_PRESSURE,5.077
2024-01-01T00:23:00,FEED_FLOW,111.61
2024-01-01T00:24:00,REACTOR_TEMP,353.64
2024-01-01T00:24:00,REACTOR_PRESSURE,4.957
2024-01-01T00:24:00,FEED_FLOW,97.19
2024-01-01T00:25:00,REACTOR_TEMP,350.84
2024-01-01T00:25:00,REACTOR_PRESSURE,5.099
2024-01-01T00:25:00,FEED_FLOW,97.17
2024-01-01T00:26:00,REACTOR_TEMP,352.46
2024-01-01T00:26:00,REACTOR_PRESSURE,5.087
2024-01-01T00:26:00,FEED_FLOW,96.38
2024-01-01T00:27:00,REACTOR_TEMP,352.11
2024-01-01T00:27:00,REACTOR_PRESSURE,4.826
2024-01-01T00:27:00,FEED_FLOW,94.59
2024-01-01T00:28:00,REACTOR_TEMP,351.66
2024-01-01T00:28:00,REACTOR_PRESSURE,5.05
2024-01-01T00:28:00,FEED_FLOW,105.97
2024-01-01T00:29:00,REACTOR_TEMP,352.86
2024-01-01T00:29:00,REACTOR_PRESSURE,5.04
2024-01-01T00:29:00,FEED_FLOW,100.84
2024-01-01T00:30:00,REACTOR_TEMP,355.17
2024-01-01T00:30:00,REACTOR_PRESSURE,5.115
2024-01-01T00:30:00,FEED_FLOW,101.37
2024-01-01T00:31:00,REACTOR_TEMP,351.08
2024-01-01T00:31:00,REACTOR_PRESSURE,5.096
2024-01-01T00:31:00,FEED_FLOW,101.91
2024-01-01T00:32:00,REACTOR_TEMP,355.65
2024-01-01T00:32:00,REACTOR_PRESSURE,5.025
2024-01-01T00:32:00,FEED_FLOW,109.77
2024-01-01T00:33:00,REACTOR_TEMP,352.58
2024-01-01T00:33:00,REACTOR_PRESSURE,5.172
2024-01-01T00:33:00,FEED_FLOW,100.58
2024-01-01T00:34:00,REACTOR_TEMP,352.37
2024-01-01T00:34:00,REACTOR_PRESSURE,4.899
2024-01-01T00:34:00,FEED_FLOW,99.24
2024-01-01T00:35:00,REACTOR_TEMP,356.35
2024-01-01T00:35:00,REACTOR_PRESSURE,5.113
2024-01-01T00:35:00,FEED_FLOW,103.44
2024-01-01T00:36:00,REACTOR_TEMP,348.85
2024-01-01T00:36:00,REACTOR_PRESSURE,5.065
2024-01-01T00:36:00,FEED_FLOW,102.78
2024-01-01T00:37:00,REACTOR_TEMP,352.6
2024-01-01T00:37:00,REACTOR_PRESSURE,4.95
2024-01-01T00:37:00,FEED_FLOW,99.99
2024-01-01T00:38:00,REACTOR_TEMP,357.25
2024-01-01T00:38:00,REACTOR_PRESSURE,4.931
2024-01-01T00:38:00,FEED_FLOW,97.86
2024-01-01T00:39:00,REACTOR_TEMP,356.62
2024-01-01T00:39:00,REACTOR_PRESSURE,4.989
2024-01-01T00:39:00,FEED_FLOW,98.18
2024-01-01T00:40:00,REACTOR_TEMP,354.2
2024-01-01T00:40:00,REACTOR_PRESSURE,4.897
2024-01-01T00:40:00,FEED_FLOW,101.1
2024-01-01T00:41:00,REACTOR_TEMP,351.68
2024-01-01T00:41:00,REACTOR_PRESSURE,5.097
2024-01-01T00:41:00,FEED_FLOW,100.02
2024-01-01T00:42:00,REACTOR_TEMP,358.77
2024-01-01T00:42:00,REACTOR_PRESSURE,5.072
2024-01-01T00:42:00,FEED_FLOW,106.83
2024-01-01T00:43:00,REACTOR_TEMP,351.69
2024-01-01T00:43:00,REACTOR_PRESSURE,4.996
2024-01-01T00:43:00,FEED_FLOW,101.62
2024-01-01T00:44:00,REACTOR_TEMP,357.89
2024-01-01T00:44:00,REACTOR_PRESSURE,4.871
2024-01-01T00:44:00,FEED_FLOW,104.95
2024-01-01T00:45:00,REACTOR_TEMP,355.68
2024-01-01T00:45:00,REACTOR_PRESSURE,5.182
2024-01-01T00:45:00,FEED_FLOW,103.56
2024-01-01T00:46:00,REACTOR_TEMP,354.7
2024-01-01T00:46:00,REACTOR_PRESSURE,4.971
2024-01-01T00:46:00,FEED_FLOW,93.76
2024-01-01T00:47:00,REACTOR_TEMP,355.09
2024-01-01T00:47:00,REACTOR_PRESSURE,5.006
2024-01-01T00:47:00,FEED_FLOW,110.1
2024-01-01T00:48:00,REACTOR_TEMP,353.58
2024-01-01T00:48:00,REACTOR_PRESSURE,5.05
2024-01-01T00:48:00,FEED_FLOW,92.15
2024-01-01T00:49:00,REACTOR_TEMP,354.11
2024-01-01T00:49:00,REACTOR_PRESSURE,5.047
2024-01-01T00:49:00,FEED_FLOW,104.12
2024-01-01T00:50:00,REACTOR_TEMP,357.9
2024-01-01T00:50:00,REACTOR_PRESSURE,5.035
2024-01-01T00:50:00,FEED_FLOW,94.41
2024-01-01T00:51:00,REACTOR_TEMP,356.02
2024-01-01T00:51:00,REACTOR_PRESSURE,5.082
2024-01-01T00:51:00,FEED_FLOW,102.46
2024-01-01T00:52:00,REACTOR_TEMP,353.8
2024-01-01T00:52:00,REACTOR_PRESSURE,5.132
2024-01-01T00:52:00,FEED_FLOW,100.44
2024-01-01T00:53:00,REACTOR_TEMP,356.7
2024-01-01T00:53:00,REACTOR_PRESSURE,5.161
2024-01-01T00:53:00,FEED_FLOW,103.05
2024-01-01T00:54:00,REACTOR_TEMP,355.97
2024-01-01T00:54:00,REACTOR_PRESSURE,5.245
2024-01-01T00:54:00,FEED_FLOW,101.22
2024-01-01T00:55:00,REACTOR_TEMP,354.91
2024-01-01T00:55:00,REACTOR_PRESSURE,5.036
2024-01-01T00:55:00,FEED_FLOW,107.41
2024-01-01T00:56:00,REACTOR_TEMP,355.84
2024-01-01T00:56:00,REACTOR_PRESSURE,5.081
2024-01-01T00:56:00,FEED_FLOW,105.98
2024-01-01T00:57:00,REACTOR_TEMP,354.67
2024-01-01T00:57:00,REACTOR_PRESSURE,4.851
2024-01-01T00:57:00,FEED_FLOW,101.5
2024-01-01T00:58:00,REACTOR_TEMP,356.26
2024-01-01T00:58:00,REACTOR_PRESSURE,4.97
2024-01-01T00:58:00,FEED_FLOW,104.36
2024-01-01T00:59:00,REACTOR_TEMP,357.12
2024-01-01T00:59:00,REACTOR_PRESSURE,4.936
2024-01-01T00:59:00,FEED_FLOW,102.59
2024-01-01T01:00:00,REACTOR_TEMP,355.61
2024-01-01T01:00:00,REACTOR_PRESSURE,4.88
2024-01-01T01:00:00,FEED_FLOW,102.26
2024-01-01T01:01:00,REACTOR_TEMP,356.01
2024-01-01T01:01:00,REACTOR_PRESSURE,4.956
2024-01-01T01:01:00,FEED_FLOW,102.61
2024-01-01T01:02:00,REACTOR_TEMP,357.18
2024-01-01T01:02:00,REACTOR_PRESSURE,4.978
2024-01-01T01:02:00,FEED_FLOW,102.0
2024-01-01T01:03:00,REACTOR_TEMP,358.33
2024-01-01T01:03:00,REACTOR_PRESSURE,4.97
2024-01-01T01:03:00,FEED_FLOW,101.9
2024-01-01T01:04:00,REACTOR_TEMP,356.41
2024-01-01T01:04:00,REACTOR_PRESSURE,5.259
2024-01-01T01:04:00,FEED_FLOW,90.69
2024-01-01T01:05:00,REACTOR_TEMP,357.89
2024-01-01T01:05:00,REACTOR_PRESSURE,5.009
2024-01-01T01:05:00,FEED_FLOW,99.5
2024-01-01T01:06:00,REACTOR_TEMP,360.4
2024-01-01T01:06:00,REACTOR_PRESSURE,5.051
2024-01-01T01:06:00,FEED_FLOW,111.2
2024-01-01T01:07:00,REACTOR_TEMP,355.82
2024-01-01T01:07:00,REACTOR_PRESSURE,5.064
2024-01-01T01:07:00,FEED_FLOW,97.55
2024-01-01T01:08:00,REACTOR_TEMP,355.42
2024-01-01T01:08:00,REACTOR_PRESSURE,5.033
2024-01-01T01:08:00,FEED_FLOW,98.59
2024-01-01T01:09:00,REACTOR_TEMP,357.3
2024-01-01T01:09:00,REACTOR_PRESSURE,4.826
2024-01-01T01:09:00,FEED_FLOW,110.01
2024-01-01T01:10:00,REACTOR_TEMP,356.67
2024-01-01T01:10:00,REACTOR_PRESSURE,5.208
2024-01-01T01:10:00,FEED_FLOW,94.96
2024-01-01T01:11:00,REACTOR_TEMP,357.69
2024-01-01T01:11:00,REACTOR_PRESSURE,5.355
2024-01-01T01:11:00,FEED_FLOW,95.65
2024-01-01T01:12:00,REACTOR_TEMP,354.21
2024-01-01T01:12:00,REACTOR_PRESSURE,4.966
2024-01-01T01:12:00,FEED_FLOW,102.36
2024-01-01T01:13:00,REACTOR_TEMP,358.69
2024-01-01T01:13:00,REACTOR_PRESSURE,5.172
2024-01-01T01:13:00,FEED_FLOW,98.71
2024-01-01T01:14:00,REACTOR_TEMP,354.2
2024-01-01T01:14:00,REACTOR_PRESSURE,4.977
2024-01-01T01:14:00,FEED_FLOW,106.2
2024-01-01T01:15:00,REACTOR_TEMP,358.43
2024-01-01T01:15:00,REACTOR_PRESSURE,4.846
2024-01-01T01:15:00,FEED_FLOW,99.82
2024-01-01T01:16:00,REACTOR_TEMP,360.4
2024-01-01T01:16:00,REACTOR_PRESSURE,5.265
2024-01-01T01:16:00,FEED_FLOW,102.81
2024-01-01T01:17:00,REACTOR_TEMP,358.32
2024-01-01T01:17:00,REACTOR_PRESSURE,4.918
2024-01-01T01:17:00,FEED_FLOW,95.78
2024-01-01T01:18:00,REACTOR_TEMP,357.89
2024-01-01T01:18:00,REACTOR_PRESSURE,5.09
2024-01-01T01:18:00,FEED_FLOW,102.9
2024-01-01T01:19:00,REACTOR_TEMP,356.94
2024-01-01T01:19:00,REACTOR_PRESSURE,4.92
2024-01-01T01:19:00,FEED_FLOW,96.11
2024-01-01T01:20:00,REACTOR_TEMP,355.69
2024-01-01T01:20:00,REACTOR_PRESSURE,5.093
2024-01-01T01:20:00,FEED_FLOW,88.44
2024-01-01T01:21:00,REACTOR_TEMP,357.43
2024-01-01T01:21:00,REACTOR_PRESSURE,5.082
2024-01-01T01:21:00,FEED_FLOW,107.61
2024-01-01T01:22:00,REACTOR_TEMP,358.34
2024-01-01T01:22:00,REACTOR_PRESSURE,5.142
2024-01-01T01:22:00,FEED_FLOW,98.0
2024-01-01T01:23:00,REACTOR_TEMP,356.81
2024-01-01T01:23:00,REACTOR_PRESSURE,4.967
2024-01-01T01:23:00,FEED_FLOW,107.64
2024-01-01T01:24:00,REACTOR_TEMP,360.39
2024-01-01T01:24:00,REACTOR_PRESSURE,5.101
2024-01-01T01:24:00,FEED_FLOW,116.65
2024-01-01T01:25:00,REACTOR_TEMP,358.44
2024-01-01T01:25:00,REACTOR_PRESSURE,5.104
2024-01-01T01:25:00,FEED_FLOW,101.54
2024-01-01T01:26:00,REACTOR_TEMP,358.16
2024-01-01T01:26:00,REACTOR_PRESSURE,5.272
2024-01-01T01:26:00,FEED_FLOW,107.53
2024-01-01T01:27:00,REACTOR_TEMP,355.9
2024-01-01T01:27:00,REACTOR_PRESSURE,4.99
2024-01-01T01:27:00,FEED_FLOW,102.14
2024-01-01T01:28:00,REACTOR_TEMP,360.37
2024-01-01T01:28:00,REACTOR_PRESSURE,4.917
2024-01-01T01:28:00,FEED_FLOW,88.72
2024-01-01T01:29:00,REACTOR_TEMP,355.09
2024-01-01T01:29:00,REACTOR_PRESSURE,5.018
2024-01-01T01:29:00,FEED_FLOW,99.48
2024-01-01T01:30:00,REACTOR_TEMP,359.69
2024-01-01T01:30:00,REACTOR_PRESSURE,4.971
2024-01-01T01:30:00,FEED_FLOW,93.88
2024-01-01T01:31:00,REACTOR_TEMP,355.05
2024-01-01T01:31:00,REACTOR_PRESSURE,5.058
2024-01-01T01:31:00,FEED_FLOW,101.85
2024-01-01T01:32:00,REACTOR_TEMP,361.19
2024-01-01T01:32:00,REACTOR_PRESSURE,5.135
2024-01-01T01:32:00,FEED_FLOW,99.05
2024-01-01T01:33:00,REACTOR_TEMP,362.0
2024-01-01T01:33:00,REACTOR_PRESSURE,5.046
2024-01-01T01:33:00,FEED_FLOW,96.7
2024-01-01T01:34:00,REACTOR_TEMP,358.36
2024-01-01T01:34:00,REACTOR_PRESSURE,4.983
2024-01-01T01:34:00,FEED_FLOW,89.17
2024-01-01T01:35:00,REACTOR_TEMP,359.81
2024-01-01T01:35:00,REACTOR_PRESSURE,5.074
2024-01-01T01:35:00,FEED_FLOW,98.19
2024-01-01T01:36:00,REACTOR_TEMP,358.17
2024-01-01T01:36:00,REACTOR_PRESSURE,5.078
2024-01-01T01:36:00,FEED_FLOW,108.58
2024-01-01T01:37:00,REACTOR_TEMP,359.78
2024-01-01T01:37:00,REACTOR_PRESSURE,4.998
2024-01-01T01:37:00,FEED_FLOW,97.04
2024-01-01T01:38:00,REACTOR_TEMP,359.66
2024-01-01T01:38:00,REACTOR_PRESSURE,4.922
2024-01-01T01:38:00,FEED_FLOW,99.37
2024-01-01T01:39:00,REACTOR_TEMP,360.02
2024-01-01T01:39:00,REACTOR_PRESSURE,5.235
2024-01-01T01:39:00,FEED_FLOW,104.72
2024-01-01T01:40:00,REACTOR_TEMP,362.07
2024-01-01T01:40:00,REACTOR_PRESSURE,4.989
2024-01-01T01:40:00,FEED_FLOW,103.35
2024-01-01T01:41:00,REACTOR_TEMP,357.82
2024-01-01T01:41:00,REACTOR_PRESSURE,5.07
2024-01-01T01:41:00,FEED_FLOW,102.09
2024-01-01T01:42:00,REACTOR_TEMP,358.67
2024-01-01T01:42:00,REACTOR_PRESSURE,5.243
2024-01-01T01:42:00,FEED_FLOW,102.84
2024-01-01T01:43:00,REACTOR_TEMP,356.49
2024-01-01T01:43:00,REACTOR_PRESSURE,5.088
2024-01-01T01:43:00,FEED_FLOW,97.96
2024-01-01T01:44:00,REACTOR_TEMP,360.4
2024-01-01T01:44:00,REACTOR_PRESSURE,5.099
2024-01-01T01:44:00,FEED_FLOW,101.95
2024-01-01T01:45:00,REACTOR_TEMP,356.42
2024-01-01T01:45:00,REACTOR_PRESSURE,4.916
2024-01-01T01:45:00,FEED_FLOW,103.86
2024-01-01T01:46:00,REACTOR_TEMP,363.2
2024-01-01T01:46:00,REACTOR_PRESSURE,5.256
2024-01-01T01:46:00,FEED_FLOW,109.02
2024-01-01T01:47:00,REACTOR_TEMP,356.59
2024-01-01T01:47:00,REACTOR_PRESSURE,5.11
2024-01-01T01:47:00,FEED_FLOW,90.42
2024-01-01T01:48:00,REACTOR_TEMP,364.03
2024-01-01T01:48:00,REACTOR_PRESSURE,5.095
2024-01-01T01:48:00,FEED_FLOW,94.29
2024-01-01T01:49:00,REACTOR_TEMP,364.92
2024-01-01T01:49:00,REACTOR_PRESSURE,5.139
2024-01-01T01:49:00,FEED_FLOW,90.54
2024-01-01T01:50:00,REACTOR_TEMP,361.59
2024-01-01T01:50:00,REACTOR_PRESSURE,4.985
2024-01-01T01:50:00,FEED_FLOW,100.56
2024-01-01T01:51:00,REACTOR_TEMP,360.17
2024-01-01T01:51:00,REACTOR_PRESSURE,5.188
2024-01-01T01:51:00,FEED_FLOW,92.88
2024-01-01T01:52:00,REACTOR_TEMP,361.83
2024-01-01T01:52:00,REACTOR_PRESSURE,5.241
2024-01-01T01:52:00,FEED_FLOW,95.87
2024-01-01T01:53:00,REACTOR_TEMP,361.72
2024-01-01T01:53:00,REACTOR_PRESSURE,5.079
2024-01-01T01:53:00,FEED_FLOW,96.55
2024-01-01T01:54:00,REACTOR_TEMP,362.7
2024-01-01T01:54:00,REACTOR_PRESSURE,5.073
2024-01-01T01:54:00,FEED_FLOW,95.28
2024-01-01T01:55:00,REACTOR_TEMP,365.02
2024-01-01T01:55:00,REACTOR_PRESSURE,5.154
2024-01-01T01:55:00,FEED_FLOW,99.16
2024-01-01T01:56:00,REACTOR_TEMP,360.33
2024-01-01T01:56:00,REACTOR_PRESSURE,4.973
2024-01-01T01:56:00,FEED_FLOW,106.15
2024-01-01T01:57:00,REACTOR_TEMP,361.41
2024-01-01T01:57:00,REACTOR_PRESSURE,5.103
2024-01-01T01:57:00,FEED_FLOW,99.08
2024-01-01T01:58:00,REACTOR_TEMP,363.03
2024-01-01T01:58:00,REACTOR_PRESSURE,5.054
2024-01-01T01:58:00,FEED_FLOW,103.82
2024-01-01T01:59:00,REACTOR_TEMP,361.53
2024-01-01T01:59:00,REACTOR_PRESSURE,5.141
2024-01-01T01:59:00,FEED_FLOW,103.36
2024-01-01T02:00:00,REACTOR_TEMP,386.77
2024-01-01T02:00:00,REACTOR_PRESSURE,5.098
2024-01-01T02:00:00,FEED_FLOW,95.3
2024-01-01T02:01:00,REACTOR_TEMP,360.62
2024-01-01T02:01:00,REACTOR_PRESSURE,4.955
2024-01-01T02:01:00,FEED_FLOW,104.33
2024-01-01T02:02:00,REACTOR_TEMP,362.11
2024-01-01T02:02:00,REACTOR_PRESSURE,5.218
2024-01-01T02:02:00,FEED_FLOW,111.4
2024-01-01T02:03:00,REACTOR_TEMP,362.35
2024-01-01T02:03:00,REACTOR_PRESSURE,4.907
2024-01-01T02:03:00,FEED_FLOW,98.09
2024-01-01T02:04:00,REACTOR_TEMP,362.25
2024-01-01T02:04:00,REACTOR_PRESSURE,4.912
2024-01-01T02:04:00,FEED_FLOW,98.75
2024-01-01T02:05:00,REACTOR_TEMP,363.07
2024-01-01T02:05:00,REACTOR_PRESSURE,5.019
2024-01-01T02:05:00,FEED_FLOW,96.16
2024-01-01T02:06:00,REACTOR_TEMP,361.08
2024-01-01T02:06:00,REACTOR_PRESSURE,5.234
2024-01-01T02:06:00,FEED_FLOW,99.2
2024-01-01T02:07:00,REACTOR_TEMP,361.04
2024-01-01T02:07:00,REACTOR_PRESSURE,5.018
2024-01-01T02:07:00,FEED_FLOW,104.77
2024-01-01T02:08:00,REACTOR_TEMP,361.43
2024-01-01T02:08:00,REACTOR_PRESSURE,5.105
2024-01-01T02:08:00,FEED_FLOW,103.64
2024-01-01T02:09:00,REACTOR_TEMP,364.4
2024-01-01T02:09:00,REACTOR_PRESSURE,5.212
2024-01-01T02:09:00,FEED_FLOW,97.25
2024-01-01T02:10:00,REACTOR_TEMP,365.27
2024-01-01T02:10:00,REACTOR_PRESSURE,4.997
2024-01-01T02:10:00,FEED_FLOW,98.02
2024-01-01T02:11:00,REACTOR_TEMP,365.49
2024-01-01T02:11:00,REACTOR_PRESSURE,5.16
2024-01-01T02:11:00,FEED_FLOW,100.01
2024-01-01T02:12:00,REACTOR_TEMP,360.82
2024-01-01T02:12:00,REACTOR_PRESSURE,5.11
2024-01-01T02:12:00,FEED_FLOW,96.85
2024-01-01T02:13:00,REACTOR_TEMP,361.45
2024-01-01T02:13:00,REACTOR_PRESSURE,4.992
2024-01-01T02:13:00,FEED_FLOW,101.23
2024-01-01T02:14:00,REACTOR_TEMP,359.16
2024-01-01T02:14:00,REACTOR_PRESSURE,5.082
2024-01-01T02:14:00,FEED_FLOW,100.87
2024-01-01T02:15:00,REACTOR_TEMP,362.33
2024-01-01T02:15:00,REACTOR_PRESSURE,5.165
2024-01-01T02:15:00,FEED_FLOW,103.06
2024-01-01T02:16:00,REACTOR_TEMP,362.39
2024-01-01T02:16:00,REACTOR_PRESSURE,4.995
2024-01-01T02:16:00,FEED_FLOW,103.48
2024-01-01T02:17:00,REACTOR_TEMP,360.67
2024-01-01T02:17:00,REACTOR_PRESSURE,5.02
2024-01-01T02:17:00,FEED_FLOW,96.84
2024-01-01T02:18:00,REACTOR_TEMP,363.94
2024-01-01T02:18:00,REACTOR_PRESSURE,5.091
2024-01-01T02:18:00,FEED_FLOW,100.18
2024-01-01T02:19:00,REACTOR_TEMP,366.17
2024-01-01T02:19:00,REACTOR_PRESSURE,5.104
2024-01-01T02:19:00,FEED_FLOW,98.43
2024-01-01T02:20:00,REACTOR_TEMP,361.58
2024-01-01T02:20:00,REACTOR_PRESSURE,5.13
2024-01-01T02:20:00,FEED_FLOW,102.64
2024-01-01T02:21:00,REACTOR_TEMP,367.0
2024-01-01T02:21:00,REACTOR_PRESSURE,5.01
2024-01-01T02:21:00,FEED_FLOW,100.13
2024-01-01T02:22:00,REACTOR_TEMP,364.08
2024-01-01T02:22:00,REACTOR_PRESSURE,5.062
2024-01-01T02:22:00,FEED_FLOW,100.05
2024-01-01T02:23:00,REACTOR_TEMP,360.87
2024-01-01T02:23:00,REACTOR_PRESSURE,5.137
2024-01-01T02:23:00,FEED_FLOW,103.27
2024-01-01T02:24:00,REACTOR_TEMP,366.66
2024-01-01T02:24:00,REACTOR_PRESSURE,5.308
2024-01-01T02:24:00,FEED_FLOW,98.41
2024-01-01T02:25:00,REACTOR_TEMP,364.43
2024-01-01T02:25:00,REACTOR_PRESSURE,5.073
2024-01-01T02:25:00,FEED_FLOW,109.71
2024-01-01T02:26:00,REACTOR_TEMP,361.14
2024-01-01T02:26:00,REACTOR_PRESSURE,5.104
2024-01-01T02:26:00,FEED_FLOW,92.65
2024-01-01T02:27:00,REACTOR_TEMP,359.54
2024-01-01T02:27:00,REACTOR_PRESSURE,4.846
2024-01-01T02:27:00,FEED_FLOW,93.09
2024-01-01T02:28:00,REACTOR_TEMP,366.94
2024-01-01T02:28:00,REACTOR_PRESSURE,4.998
2024-01-01T02:28:00,FEED_FLOW,98.86
2024-01-01T02:29:00,REACTOR_TEMP,362.57
2024-01-01T02:29:00,REACTOR_PRESSURE,5.124
2024-01-01T02:29:00,FEED_FLOW,94.49
2024-01-01T02:30:00,REACTOR_TEMP,367.64
2024-01-01T02:30:00,REACTOR_PRESSURE,4.989
2024-01-01T02:30:00,FEED_FLOW,96.18
2024-01-01T02:31:00,REACTOR_TEMP,365.35
2024-01-01T02:31:00,REACTOR_PRESSURE,5.079
2024-01-01T02:31:00,FEED_FLOW,107.12
2024-01-01T02:32:00,REACTOR_TEMP,365.44
2024-01-01T02:32:00,REACTOR_PRESSURE,4.956
2024-01-01T02:32:00,FEED_FLOW,97.2
2024-01-01T02:33:00,REACTOR_TEMP,364.15
2024-01-01T02:33:00,REACTOR_PRESSURE,5.143
2024-01-01T02:33:00,FEED_FLOW,101.92
2024-01-01T02:34:00,REACTOR_TEMP,365.16
2024-01-01T02:34:00,REACTOR_PRESSURE,5.163
2024-01-01T02:34:00,FEED_FLOW,97.36
2024-01-01T02:35:00,REACTOR_TEMP,365.23
2024-01-01T02:35:00,REACTOR_PRESSURE,5.094
2024-01-01T02:35:00,FEED_FLOW,107.64
2024-01-01T02:36:00,REACTOR_TEMP,365.4
2024-01-01T02:36:00,REACTOR_PRESSURE,5.042
2024-01-01T02:36:00,FEED_FLOW,94.77
2024-01-01T02:37:00,REACTOR_TEMP,367.07
2024-01-01T02:37:00,REACTOR_PRESSURE,5.027
2024-01-01T02:37:00,FEED_FLOW,101.72
2024-01-01T02:38:00,REACTOR_TEMP,362.0
2024-01-01T02:38:00,REACTOR_PRESSURE,5.164
2024-01-01T02:38:00,FEED_FLOW,93.34
2024-01-01T02:39:00,REACTOR_TEMP,364.35
2024-01-01T02:39:00,REACTOR_PRESSURE,5.178
2024-01-01T02:39:00,FEED_FLOW,93.33
2024-01-01T02:40:00,REACTOR_TEMP,365.84
2024-01-01T02:40:00,REACTOR_PRESSURE,5.087
2024-01-01T02:40:00,FEED_FLOW,95.01
2024-01-01T02:41:00,REACTOR_TEMP,368.79
2024-01-01T02:41:00,REACTOR_PRESSURE,5.244
2024-01-01T02:41:00,FEED_FLOW,90.14
2024-01-01T02:42:00,REACTOR_TEMP,363.3
2024-01-01T02:42:00,REACTOR_PRESSURE,5.147
2024-01-01T02:42:00,FEED_FLOW,93.48
2024-01-01T02:43:00,REACTOR_TEMP,365.52
2024-01-01T02:43:00,REACTOR_PRESSURE,5.091
2024-01-01T02:43:00,FEED_FLOW,103.46
2024-01-01T02:44:00,REACTOR_TEMP,365.95
2024-01-01T02:44:00,REACTOR_PRESSURE,5.089
2024-01-01T02:44:00,FEED_FLOW,96.12
2024-01-01T02:45:00,REACTOR_TEMP,369.08
2024-01-01T02:45:00,REACTOR_PRESSURE,5.046
2024-01-01T02:45:00,FEED_FLOW,101.7
2024-01-01T02:46:00,REACTOR_TEMP,365.58
